Song,OG Artist,OG Song,Band,Album,Track ID,Popularity,Preview URL,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,duration_ms,time_signature
Boulevard of Broken Dreams,Green Day,Boulevard Of Broken Dreams,Green Day,Greatest Hits: God's Favorite Band,5GorCbAP4aL0EJ16frG2hd,80,https://p.scdn.co/mp3-preview/258775e7324ab09be650b91d322d22948ed9df1a?cid=3502c8805da84b25aa0305556012150b,0.496,0.682,8,-4.095,1,0.0294,0.00552,2.94e-05,0.0589,0.474,167.06,audio_features,262333,4
Dilemma,Green Day,Dilemma,Green Day,Saviors,4NrGMEm5SvvpJ9Tk1Rq3cP,69,https://p.scdn.co/mp3-preview/7cb4b5ab8459079ba154eca33e22a7efefe8aa2a?cid=3502c8805da84b25aa0305556012150b,0.545,0.892,2,-3.381,1,0.0558,0.000318,0.0,0.209,0.671,120.41,audio_features,198325,4
East Jesus Nowhere,Green Day,East Jesus Nowhere,Green Day,21st Century Breakdown,0PVplC5P6JJXzEKfIoNTRo,50,https://p.scdn.co/mp3-preview/126f8dffecd2afe38036190248b7faa3bdaf8f11?cid=3502c8805da84b25aa0305556012150b,0.466,0.899,2,-4.143,1,0.0574,0.000718,0.000443,0.439,0.422,143.947,audio_features,274707,4
Father of All...,Green Day,Father Of All,Green Day,Father of All...,17C1AVZVh5jhJU4eAcovpl,53,https://p.scdn.co/mp3-preview/193228de5838617c1ae03bf5c584aba8b1213e8e?cid=3502c8805da84b25aa0305556012150b,0.462,0.912,11,-4.07,0,0.226,0.000138,0.0,0.0357,0.722,163.937,audio_features,151363,4
Geek Stink Breath,Green Day,Geek Stink Breath,Green Day,Insomniac,4mI4HF4OVBg3tl2IWzSaoX,54,https://p.scdn.co/mp3-preview/483f3a9259a2cfc103230bf1f1d01793923e993d?cid=3502c8805da84b25aa0305556012150b,0.51,0.996,11,-2.114,1,0.0431,5.11e-05,1.04e-05,0.104,0.791,131.268,audio_features,135293,4
Hitchin' a Ride,Green Day,Hitchin A Ride,Green Day,Nimrod,6WlmA3HPHuNIR2mxI8LkZF,65,https://p.scdn.co/mp3-preview/700255a23b271c7ee1e19ebbbd546151f63261da?cid=3502c8805da84b25aa0305556012150b,0.424,0.919,9,-4.629,1,0.1,0.00306,0.00674,0.123,0.684,163.732,audio_features,171467,4
Holiday,Green Day,Holiday,Green Day,Greatest Hits: God's Favorite Band,4VgEM12OeaN3GyBV487Me7,73,https://p.scdn.co/mp3-preview/cb902a4e57d4e17ed3ff8f416b2b4a1e3a4a128b?cid=3502c8805da84b25aa0305556012150b,0.552,0.89,8,-3.409,1,0.0342,0.000143,0.0,0.888,0.716,146.525,audio_features,232680,4
J.A.R. (Jason Andrew Relva),Green Day,JAR,Green Day,International Superhits!,6CRMLUOC30ZYTJEUJrPxaE,42,https://p.scdn.co/mp3-preview/ab8cdc73169e261b6979be29a86c1a500cd83f31?cid=3502c8805da84b25aa0305556012150b,0.396,0.954,1,-3.507,1,0.0397,0.000168,0.0,0.107,0.807,91.362,audio_features,170973,4
Know Your Enemy,Green Day,Know Your Enemy,Green Day,21st Century Breakdown,5qtwzv99vOr5UTwnTixn7j,68,https://p.scdn.co/mp3-preview/fdbd09a4a00b22127850ea9dd130b38a744443ac?cid=3502c8805da84b25aa0305556012150b,0.56,0.958,11,-3.245,1,0.0412,0.0016,4.96e-05,0.0643,0.961,129.984,audio_features,190987,4
Let Yourself Go,Green Day,Let Yourself Go,Green Day,¡UNO!,5pP3WtXwZ6HjcbuJ3vhDTZ,47,https://p.scdn.co/mp3-preview/b117a3d1281a5fd27eb3c8f9efc639cea2f8c289?cid=3502c8805da84b25aa0305556012150b,0.627,0.971,2,-3.017,1,0.0376,0.00376,4.11e-05,0.246,0.605,101.0,audio_features,176987,4
Longview,Green Day,Longview,Green Day,Dookie,3LRJbFT9rKoKv4aW7PuBJC,69,https://p.scdn.co/mp3-preview/e98dd82c5fcc52fbbde388cb6b1cad9c94ed7506?cid=3502c8805da84b25aa0305556012150b,0.381,0.732,10,-7.594,0,0.0536,0.00834,0.0101,0.0854,0.814,142.504,audio_features,233240,4
Minority,Green Day,Minority,Green Day,Warning,4qjfQnccStTR8zNsb6Mizo,63,https://p.scdn.co/mp3-preview/b45f669ec1b0d4aabe606e132e1321e583103eca?cid=3502c8805da84b25aa0305556012150b,0.551,0.965,0,-2.772,1,0.0452,0.00576,0.0,0.171,0.708,137.841,audio_features,168227,4
Oh Love,Green Day,Oh Love,Green Day,¡UNO!,1qIgyDoc2rwtq8w49jeWL8,58,https://p.scdn.co/mp3-preview/b60af86a0c062ad4d85c7d6f06832a8ed69ceb1b?cid=3502c8805da84b25aa0305556012150b,0.427,0.773,8,-4.222,1,0.115,0.00605,4.02e-06,0.0396,0.695,171.806,audio_features,303293,4
Oh Yeah!,Green Day,Oh Yeah,Green Day,Father of All...,1VsFIGQytB26cDHViCLjQi,46,https://p.scdn.co/mp3-preview/806936c4971a0a247a676f9475a4c73831cd0372?cid=3502c8805da84b25aa0305556012150b,0.623,0.792,11,-6.37,1,0.0664,7e-05,0.00467,0.159,0.584,127.041,audio_features,171161,4
Pollyanna,Green Day,Pollyanna,Green Day,Pollyanna,4b2h4jQxgHpiWuLH8rp8Vu,45,https://p.scdn.co/mp3-preview/f24b6e2854b5fb22e8ca41cbcff20b5a82316915?cid=3502c8805da84b25aa0305556012150b,0.507,0.96,9,-6.224,1,0.0354,9.36e-05,1.02e-06,0.208,0.967,135.024,audio_features,195018,4
Revolution Radio,Green Day,Revolution Radio,Green Day,Revolution Radio,3oqYMRKQcwyNmFn1VD2ukD,61,https://p.scdn.co/mp3-preview/6a233c67555186a5411b1b547e68691b0c4464ba?cid=3502c8805da84b25aa0305556012150b,0.419,0.971,7,-3.622,1,0.0909,4.63e-05,1.43e-05,0.171,0.677,180.033,audio_features,180853,4
She,Green Day,She,Green Day,Dookie,4wsQGsdf8D0Bj26cGdvreB,71,https://p.scdn.co/mp3-preview/fa5be3e8ed20b740c8fe4b632e4299c22470a25c?cid=3502c8805da84b25aa0305556012150b,0.37,0.937,1,-3.939,0,0.0356,7.37e-05,0.00817,0.0904,0.874,93.307,audio_features,134293,4
Still Breathing,Green Day,Still Breathing,Green Day,Revolution Radio,19YmvsVCetCBeVj6O2mljR,63,https://p.scdn.co/mp3-preview/df7c86a3c780d6f210e9c012d8685b251afe2d48?cid=3502c8805da84b25aa0305556012150b,0.54,0.902,1,-3.577,1,0.0442,0.0142,0.0,0.0756,0.692,75.033,audio_features,224760,4
The American Dream Is Killing Me,Green Day,The American Dream Is Killing Me,Green Day,Saviors,0yq78eXBvWVgkqojBe46SX,66,https://p.scdn.co/mp3-preview/9494ab89f8e489e87a5276cd3b27c1353af66a18?cid=3502c8805da84b25aa0305556012150b,0.534,0.95,6,-2.51,1,0.0459,0.000165,1.98e-06,0.268,0.614,142.972,audio_features,186271,4
Good Riddance (Time of Your Life),Green Day,Time Of Your Life,Green Day,Nimrod,6ORqU0bHbVCRjXm9AjyHyZ,82,https://p.scdn.co/mp3-preview/25e3289a356f376e09cc0089de4fcff05f1ec838?cid=3502c8805da84b25aa0305556012150b,0.475,0.432,7,-7.844,1,0.0302,0.183,0.0,0.161,0.648,94.605,audio_features,153467,4
Wake Me up When September Ends,Green Day,Wake Me Up When September Ends,Green Day,American Idiot,3ZffCQKLFLUvYM59XKLbVm,80,https://p.scdn.co/mp3-preview/acf215c01932347394d036999c4f0f12e9fcb66a?cid=3502c8805da84b25aa0305556012150b,0.546,0.814,7,-5.146,1,0.0314,0.023,0.0,0.0972,0.146,104.98,audio_features,285653,4
Walking Contradiction,Green Day,Walking Contradiction,Green Day,Insomniac,5Mhe8G8RHdQWR30lStPvO5,55,https://p.scdn.co/mp3-preview/4c09af6075d5f03e34d93931081f8044518cb0b2?cid=3502c8805da84b25aa0305556012150b,0.456,0.985,1,-2.597,1,0.0765,0.000473,0.0,0.0839,0.874,154.343,audio_features,151173,4
Warning,Green Day,Warning,Green Day,Warning,0ue0gFLwvXd8qZIPg35Qiu,60,https://p.scdn.co/mp3-preview/37d7be22acdf49ed7cede9f1b99523dcad08e2bb?cid=3502c8805da84b25aa0305556012150b,0.728,0.92,2,-2.828,1,0.0294,0.0673,1.61e-05,0.199,0.892,120.989,audio_features,221667,4
When I Come Around,Green Day,When I Come Around,Green Day,Dookie,1Dr1fXbc2IxaK1Mu8P8Khz,81,https://p.scdn.co/mp3-preview/ce95ec4b7666e7efe290782e449bd96ba8f7a4e5?cid=3502c8805da84b25aa0305556012150b,0.531,0.909,11,-4.236,1,0.034,0.0175,0.0,0.231,0.814,97.546,audio_features,178000,4
